Datetime,H_hmv,DOY,Data_source
1964-01-11 12:00:00,28447.0,11,TTB_staff_DTA_files
1964-01-11 13:00:00,28446.0,11,TTB_staff_DTA_files
1964-01-11 14:00:00,28437.0,11,TTB_staff_DTA_files
1964-01-11 15:00:00,28429.0,11,TTB_staff_DTA_files
1964-01-11 16:00:00,28427.0,11,TTB_staff_DTA_files
1964-01-11 17:00:00,28421.0,11,TTB_staff_DTA_files
1964-01-11 18:00:00,28423.0,11,TTB_staff_DTA_files
1964-01-11 19:00:00,28423.0,11,TTB_staff_DTA_files
1964-01-11 20:00:00,28421.0,11,TTB_staff_DTA_files
1964-01-11 21:00:00,28420.0,11,TTB_staff_DTA_files
1964-01-11 22:00:00,28417.0,11,TTB_staff_DTA_files
1964-01-11 23:00:00,28418.0,11,TTB_staff_DTA_files
1964-01-12 00:00:00,28422.0,12,TTB_staff_DTA_files
1964-01-12 01:00:00,28422.0,12,TTB_staff_DTA_files
1964-01-12 02:00:00,28425.0,12,TTB_staff_DTA_files
1964-01-12 03:00:00,28425.0,12,TTB_staff_DTA_files
1964-01-12 04:00:00,28427.0,12,TTB_staff_DTA_files
1964-01-12 05:00:00,28429.0,12,TTB_staff_DTA_files
1964-01-12 06:00:00,28433.0,12,TTB_staff_DTA_files
1964-01-12 07:00:00,28439.0,12,TTB_staff_DTA_files
1964-01-12 08:00:00,28445.0,12,TTB_staff_DTA_files
1964-01-12 09:00:00,28444.0,12,TTB_staff_DTA_files
1964-01-12 10:00:00,28440.0,12,TTB_staff_DTA_files
1964-01-12 11:00:00,28437.0,12,TTB_staff_DTA_files
1964-01-12 12:00:00,28432.0,12,TTB_staff_DTA_files
1964-01-12 13:00:00,28425.0,12,TTB_staff_DTA_files
1964-01-12 14:00:00,28416.0,12,TTB_staff_DTA_files
1964-01-12 15:00:00,28414.0,12,TTB_staff_DTA_files
1964-01-12 16:00:00,28418.0,12,TTB_staff_DTA_files
1964-01-12 17:00:00,28418.0,12,TTB_staff_DTA_files
1964-01-12 18:00:00,28421.0,12,TTB_staff_DTA_files
1964-01-12 19:00:00,28424.0,12,TTB_staff_DTA_files
1964-01-12 20:00:00,28423.0,12,TTB_staff_DTA_files
1964-01-12 21:00:00,28421.0,12,TTB_staff_DTA_files
1964-01-12 22:00:00,28421.0,12,TTB_staff_DTA_files
1964-01-12 23:00:00,28420.0,12,TTB_staff_DTA_files
1964-01-13 00:00:00,28423.0,13,TTB_staff_DTA_files
1964-01-13 01:00:00,28423.0,13,TTB_staff_DTA_files
1964-01-13 02:00:00,28424.0,13,TTB_staff_DTA_files
1964-01-13 03:00:00,28427.0,13,TTB_staff_DTA_files
1964-01-13 04:00:00,28429.0,13,TTB_staff_DTA_files
1964-01-13 05:00:00,28431.0,13,TTB_staff_DTA_files
1964-01-13 06:00:00,28437.0,13,TTB_staff_DTA_files
1964-01-13 07:00:00,28449.0,13,TTB_staff_DTA_files
1964-01-13 08:00:00,28458.0,13,TTB_staff_DTA_files
1964-01-13 09:00:00,28462.0,13,TTB_staff_DTA_files
1964-01-13 10:00:00,28462.0,13,TTB_staff_DTA_files
1964-01-13 11:00:00,28451.0,13,TTB_staff_DTA_files
1964-01-13 12:00:00,28441.0,13,TTB_staff_DTA_files
1964-01-13 13:00:00,28435.0,13,TTB_staff_DTA_files
1964-01-13 14:00:00,28434.0,13,TTB_staff_DTA_files
1964-01-13 15:00:00,28433.0,13,TTB_staff_DTA_files
1964-01-13 16:00:00,28433.0,13,TTB_staff_DTA_files
1964-01-13 17:00:00,28435.0,13,TTB_staff_DTA_files
1964-01-13 18:00:00,28430.0,13,TTB_staff_DTA_files
1964-01-13 19:00:00,28428.0,13,TTB_staff_DTA_files
1964-01-13 20:00:00,28427.0,13,TTB_staff_DTA_files
1964-01-13 21:00:00,28428.0,13,TTB_staff_DTA_files
1964-01-13 22:00:00,28427.0,13,TTB_staff_DTA_files
1964-01-13 23:00:00,28427.0,13,TTB_staff_DTA_files
1964-01-14 00:00:00,28426.0,14,TTB_staff_DTA_files
1964-01-14 01:00:00,28426.0,14,TTB_staff_DTA_files
1964-01-14 02:00:00,28427.0,14,TTB_staff_DTA_files
1964-01-14 03:00:00,28430.0,14,TTB_staff_DTA_files
1964-01-14 04:00:00,28431.0,14,TTB_staff_DTA_files
1964-01-14 05:00:00,28433.0,14,TTB_staff_DTA_files
1964-01-14 06:00:00,28435.0,14,TTB_staff_DTA_files
1964-01-14 07:00:00,28444.0,14,TTB_staff_DTA_files
1964-01-14 08:00:00,28455.0,14,TTB_staff_DTA_files
1964-01-14 09:00:00,28465.0,14,TTB_staff_DTA_files
1964-01-14 10:00:00,28473.0,14,TTB_staff_DTA_files
1964-01-14 11:00:00,28473.0,14,TTB_staff_DTA_files
1964-01-14 12:00:00,28462.0,14,TTB_staff_DTA_files
1964-01-14 13:00:00,28453.0,14,TTB_staff_DTA_files
1964-01-14 14:00:00,28445.0,14,TTB_staff_DTA_files
1964-01-14 15:00:00,28439.0,14,TTB_staff_DTA_files
1964-01-14 16:00:00,28435.0,14,TTB_staff_DTA_files
1964-01-14 17:00:00,28434.0,14,TTB_staff_DTA_files
1964-01-14 18:00:00,28434.0,14,TTB_staff_DTA_files
1964-01-14 19:00:00,28433.0,14,TTB_staff_DTA_files
1964-01-14 20:00:00,28433.0,14,TTB_staff_DTA_files
1964-01-14 21:00:00,28433.0,14,TTB_staff_DTA_files
1964-01-14 22:00:00,28432.0,14,TTB_staff_DTA_files
1964-01-14 23:00:00,28431.0,14,TTB_staff_DTA_files
1964-01-15 00:00:00,28430.0,15,TTB_staff_DTA_files
1964-01-15 01:00:00,28432.0,15,TTB_staff_DTA_files
1964-01-15 02:00:00,28433.0,15,TTB_staff_DTA_files
1964-01-15 03:00:00,28435.0,15,TTB_staff_DTA_files
1964-01-15 04:00:00,28436.0,15,TTB_staff_DTA_files
1964-01-15 05:00:00,28438.0,15,TTB_staff_DTA_files
1964-01-15 06:00:00,28446.0,15,TTB_staff_DTA_files
1964-01-15 07:00:00,28462.0,15,TTB_staff_DTA_files
1964-01-15 08:00:00,28473.0,15,TTB_staff_DTA_files
1964-01-15 09:00:00,28484.0,15,TTB_staff_DTA_files
1964-01-15 10:00:00,28484.0,15,TTB_staff_DTA_files
1964-01-15 11:00:00,28483.0,15,TTB_staff_DTA_files
1964-01-15 12:00:00,28476.0,15,TTB_staff_DTA_files
1964-01-15 13:00:00,28461.0,15,TTB_staff_DTA_files
1964-01-15 14:00:00,28446.0,15,TTB_staff_DTA_files
1964-01-15 15:00:00,28438.0,15,TTB_staff_DTA_files
1964-01-15 16:00:00,28438.0,15,TTB_staff_DTA_files
1964-01-15 17:00:00,28442.0,15,TTB_staff_DTA_files
1964-01-15 18:00:00,28442.0,15,TTB_staff_DTA_files
1964-01-15 19:00:00,28442.0,15,TTB_staff_DTA_files
1964-01-15 20:00:00,28440.0,15,TTB_staff_DTA_files
1964-01-15 21:00:00,28443.0,15,TTB_staff_DTA_files
1964-01-15 22:00:00,28451.0,15,TTB_staff_DTA_files
1964-01-15 23:00:00,28443.0,15,TTB_staff_DTA_files
1964-01-16 00:00:00,28447.0,16,TTB_staff_DTA_files
1964-01-16 01:00:00,28451.0,16,TTB_staff_DTA_files
1964-01-16 02:00:00,28451.0,16,TTB_staff_DTA_files
1964-01-16 03:00:00,28436.0,16,TTB_staff_DTA_files
1964-01-16 04:00:00,28432.0,16,TTB_staff_DTA_files
1964-01-16 05:00:00,28438.0,16,TTB_staff_DTA_files
1964-01-16 06:00:00,28440.0,16,TTB_staff_DTA_files
1964-01-16 07:00:00,28454.0,16,TTB_staff_DTA_files
1964-01-16 08:00:00,28449.0,16,TTB_staff_DTA_files
1964-01-16 09:00:00,28440.0,16,TTB_staff_DTA_files
1964-01-16 10:00:00,28440.0,16,TTB_staff_DTA_files
1964-01-16 11:00:00,28447.0,16,TTB_staff_DTA_files
1964-01-16 12:00:00,28424.0,16,TTB_staff_DTA_files
1964-01-16 13:00:00,28398.0,16,TTB_staff_DTA_files
1964-01-16 14:00:00,28403.0,16,TTB_staff_DTA_files
1964-01-16 15:00:00,28398.0,16,TTB_staff_DTA_files
1964-01-16 16:00:00,28398.0,16,TTB_staff_DTA_files
1964-01-16 17:00:00,28396.0,16,TTB_staff_DTA_files
1964-01-16 18:00:00,28399.0,16,TTB_staff_DTA_files
1964-01-16 19:00:00,28399.0,16,TTB_staff_DTA_files
1964-01-16 20:00:00,28407.0,16,TTB_staff_DTA_files
1964-01-16 21:00:00,28403.0,16,TTB_staff_DTA_files
1964-01-16 22:00:00,28397.0,16,TTB_staff_DTA_files
1964-01-16 23:00:00,28409.0,16,TTB_staff_DTA_files
1964-01-17 00:00:00,28419.0,17,TTB_staff_DTA_files
1964-01-17 01:00:00,28417.0,17,TTB_staff_DTA_files
1964-01-17 02:00:00,28420.0,17,TTB_staff_DTA_files
1964-01-17 03:00:00,28418.0,17,TTB_staff_DTA_files
1964-01-17 04:00:00,28425.0,17,TTB_staff_DTA_files
1964-01-17 05:00:00,28420.0,17,TTB_staff_DTA_files
1964-01-17 06:00:00,28420.0,17,TTB_staff_DTA_files
1964-01-17 07:00:00,28429.0,17,TTB_staff_DTA_files
1964-01-17 08:00:00,28423.0,17,TTB_staff_DTA_files
1964-01-17 09:00:00,28433.0,17,TTB_staff_DTA_files
1964-01-17 10:00:00,28440.0,17,TTB_staff_DTA_files
1964-01-17 11:00:00,28441.0,17,TTB_staff_DTA_files
1964-01-17 12:00:00,28451.0,17,TTB_staff_DTA_files
1964-01-17 13:00:00,28455.0,17,TTB_staff_DTA_files
1964-01-17 14:00:00,28439.0,17,TTB_staff_DTA_files
1964-01-17 15:00:00,28424.0,17,TTB_staff_DTA_files
1964-01-17 16:00:00,28417.0,17,TTB_staff_DTA_files
1964-01-17 17:00:00,28417.0,17,TTB_staff_DTA_files
1964-01-17 18:00:00,28423.0,17,TTB_staff_DTA_files
1964-01-17 19:00:00,28420.0,17,TTB_staff_DTA_files
1964-01-17 20:00:00,28418.0,17,TTB_staff_DTA_files
1964-01-17 21:00:00,28416.0,17,TTB_staff_DTA_files
1964-01-17 22:00:00,28415.0,17,TTB_staff_DTA_files
1964-01-17 23:00:00,28419.0,17,TTB_staff_DTA_files
1964-01-18 00:00:00,28412.0,18,TTB_staff_DTA_files
1964-01-18 01:00:00,28408.0,18,TTB_staff_DTA_files
1964-01-18 02:00:00,28416.0,18,TTB_staff_DTA_files
1964-01-18 03:00:00,28419.0,18,TTB_staff_DTA_files
1964-01-18 04:00:00,28422.0,18,TTB_staff_DTA_files
1964-01-18 05:00:00,28426.0,18,TTB_staff_DTA_files
1964-01-18 06:00:00,28431.0,18,TTB_staff_DTA_files
1964-01-18 07:00:00,28435.0,18,TTB_staff_DTA_files
1964-01-18 08:00:00,28447.0,18,TTB_staff_DTA_files
1964-01-18 09:00:00,28462.0,18,TTB_staff_DTA_files
1964-01-18 10:00:00,28465.0,18,TTB_staff_DTA_files
1964-01-18 11:00:00,28466.0,18,TTB_staff_DTA_files
1964-01-18 12:00:00,28463.0,18,TTB_staff_DTA_files
1964-01-18 13:00:00,28458.0,18,TTB_staff_DTA_files
1964-01-18 14:00:00,28439.0,18,TTB_staff_DTA_files
